cveID,cveYear,vendorProject,product,vulnerabilityName,dateAdded,dueDate,shortDescription,requiredAction,knownRansomwareCampaignUse,notes,cwes
CVE-2021-30633,2021,Google,Chromium Indexed DB API,Google Chromium Indexed DB API Use-After-Free Vulnerability,2021-11-03,2021-11-17,"Google Chromium Indexed DB API contains a use-after-free vulnerability that allows a remote attacker, who has compromised the renderer process, to potentially perform a sandbox escape via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-30633,['CWE-416']
CVE-2021-21148,2021,Google,Chromium V8,Google Chromium V8 Heap Buffer Overflow Vulnerability,2021-11-03,2021-11-17,"Google Chromium V8 Engine contains a heap buffer overflow vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-21148,['CWE-122']
CVE-2021-37973,2021,Google,Chromium Portals,Google Chromium Portals Use-After-Free Vulnerability,2021-11-03,2021-11-17,"Google Chromium Portals contains a use-after-free vulnerability that allows a remote attacker, who has compromised the renderer process, to potentially perform a sandbox escape via a crafted HTML page. This vulnerability affects web browsers that utilize Chromium, including Google Chrome and Microsoft Edge.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-37973,['CWE-416']
CVE-2021-30551,2021,Google,Chromium V8,Google Chromium V8 Type Confusion Vulnerability,2021-11-03,2021-11-17,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-30551,"['CWE-122', 'CWE-843']"
CVE-2021-37975,2021,Google,Chromium V8,Google Chromium V8 Use-After-Free Vulnerability,2021-11-03,2021-11-17,"Google Chromium V8 Engine contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-37975,['CWE-416']
CVE-2020-6418,2020,Google,Chromium V8,Google Chromium V8 Type Confusion Vulnerability,2021-11-03,2022-05-03,"Google Chromium V8 Engine contains a type confusion vulnerability allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2020-6418,['CWE-843']
CVE-2021-30554,2021,Google,Chromium WebGL,Google Chromium WebGL Use-After-Free Vulnerability,2021-11-03,2021-11-17,"Google Chromium WebGL contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-30554,['CWE-416']
CVE-2021-21206,2021,Google,Chromium Blink,Google Chromium Blink Use-After-Free Vulnerability,2021-11-03,2021-11-17,"Google Chromium Blink contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-21206,['CWE-416']
CVE-2021-38000,2021,Google,Chromium Intents,Google Chromium Intents Improper Input Validation Vulnerability,2021-11-03,2021-11-17,"Google Chromium Intents contains an improper input validation vulnerability that allows a remote attacker to arbitrarily browser to a malicious URL via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-38000,['CWE-20']
CVE-2021-38003,2021,Google,Chromium V8,Google Chromium V8 Memory Corruption Vulnerability,2021-11-03,2021-11-17,"Google Chromium V8 Engine has a bug in JSON.stringify, where the internal TheHole value can leak to script code, causing memory corruption. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-38003,"['CWE-122', 'CWE-755']"
CVE-2021-21224,2021,Google,Chromium V8,Google Chromium V8 Type Confusion Vulnerability,2021-11-03,2021-11-17,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to execute code inside a sandbox via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-21224,['CWE-843']
CVE-2021-21193,2021,Google,Chromium Blink,Google Chromium Blink Use-After-Free Vulnerability,2021-11-03,2021-11-17,"Google Chromium Blink contains a use-after-free vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-21193,['CWE-416']
CVE-2021-21220,2021,Google,Chromium V8,Google Chromium V8 Improper Input Validation Vulnerability,2021-11-03,2021-11-17,"Google Chromium V8 Engine contains an improper input validation vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-21220,"['CWE-20', 'CWE-122']"
CVE-2021-30563,2021,Google,Chromium V8,Google Chromium V8 Type Confusion Vulnerability,2021-11-03,2021-11-17,"Google Chromium V8 Engine contains a type confusion vulnerability that allows a remote attacker to potentially exploit heap corruption via a crafted HTML page. This vulnerability could affect multiple web browsers that utilize Chromium, including, but not limited to, Google Chrome, Microsoft Edge, and Opera.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-30563,"['CWE-122', 'CWE-843']"
CVE-2020-4430,2020,IBM,Data Risk Manager,IBM Data Risk Manager Directory Traversal Vulnerability,2021-11-03,2022-05-03,IBM Data Risk Manager contains a directory traversal vulnerability that could allow a remote authenticated attacker to traverse directories and send a specially crafted URL request to download arbitrary files from the system.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2020-4430,['CWE-22']
CVE-2020-4427,2020,IBM,Data Risk Manager,IBM Data Risk Manager Security Bypass Vulnerability,2021-11-03,2022-05-03,"IBM Data Risk Manager contains a security bypass vulnerability that could allow a remote attacker to bypass security restrictions when configured with SAML authentication. By sending a specially crafted HTTP request, an attacker could exploit this vulnerability to bypass the authentication process and gain full administrative access to the system.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2020-4427,
CVE-2020-4428,2020,IBM,Data Risk Manager,IBM Data Risk Manager Remote Code Execution Vulnerability,2021-11-03,2022-05-03,"IBM Data Risk Manager contains an unspecified vulnerability which could allow a remote, authenticated attacker to execute commands on the system.�",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2020-4428,['CWE-78']
CVE-2019-4716,2019,IBM,Planning Analytics,IBM Planning Analytics Remote Code Execution Vulnerability,2021-11-03,2022-05-03,"IBM Planning Analytics is vulnerable to a configuration overwrite that allows an unauthenticated user to login as ""admin"", and then execute code as root or SYSTEM via TM1 scripting.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2019-4716,['CWE-94']
CVE-2016-3715,2016,ImageMagick,ImageMagick,ImageMagick Arbitrary File Deletion Vulnerability,2021-11-03,2022-05-03,"ImageMagick contains an unspecified vulnerability that could allow users to delete files by using ImageMagick's 'ephemeral' pseudo protocol, which deletes files after reading.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2016-3715,['CWE-284']
CVE-2016-3718,2016,ImageMagick,ImageMagick,ImageMagick Server-Side Request Forgery (SSRF) Vulnerability,2021-11-03,2022-05-03,ImageMagick contains an unspecified vulnerability that allows attackers to perform server-side request forgery (SSRF) via a crafted image.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2016-3718,['CWE-20']
CVE-2020-15505,2020,Ivanti,MobileIron Multiple Products,Ivanti MobileIron Multiple Products Remote Code Execution Vulnerability,2021-11-03,2022-05-03,"Ivanti MobileIron's Core & Connector, Sentry, and Monitor and Reporting Database (RDB) products contain an unspecified vulnerability that allows for remote code execution.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2020-15505,['CWE-706']
CVE-2021-30116,2021,Kaseya,Virtual System/Server Administrator (VSA),Kaseya Virtual System/Server Administrator (VSA) Information Disclosure Vulnerability,2021-11-03,2021-11-17,Kaseya Virtual System/Server Administrator (VSA) contains an information disclosure vulnerability allowing an attacker to obtain the sessionId that can be used to execute further attacks against the system.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2021-30116,['CWE-522']
CVE-2020-7961,2020,Liferay,Liferay Portal,Liferay Portal Deserialization of Untrusted Data Vulnerability,2021-11-03,2022-05-03,Liferay Portal contains a deserialization of untrusted data vulnerability that allows remote attackers to execute code via JSON web services.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2020-7961,['CWE-502']
CVE-2021-23874,2021,McAfee,McAfee Total Protection (MTP),McAfee Total Protection (MTP) Improper Privilege Management Vulnerability,2021-11-03,2021-11-17,"McAfee Total Protection (MTP) contains an improper privilege management vulnerability that allows a local user to gain elevated privileges and execute code, bypassing MTP self-defense.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-23874,['CWE-284']
CVE-2021-22506,2021,Micro Focus,Micro Focus Access Manager,Micro Focus Access Manager Information Leakage Vulnerability,2021-11-03,2021-11-17,Micro Focus Access Manager contains an information leakage vulnerability resulting from a SAML service provider redirection issue when the Assertion Consumer Service URL is used.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-22506,
CVE-2021-22502,2021,Micro Focus,Operation Bridge Reporter (OBR),Micro Focus Operation Bridge Report (OBR) Remote Code Execution Vulnerability,2021-11-03,2021-11-17,Micro Focus Operation Bridge Report (OBR) contains an unspecified vulnerability that allows for remote code execution.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-22502,"['CWE-20', 'CWE-78']"
CVE-2014-1812,2014,Microsoft,Windows,Microsoft Windows Group Policy Preferences Password Privilege Escalation Vulnerability,2021-11-03,2022-05-03,Microsoft Windows Active Directory contains a privilege escalation vulnerability due to the way it distributes passwords that are configured using Group Policy preferences. An authenticated attacker who successfully exploits the vulnerability could decrypt the passwords and use them to elevate privileges on the domain.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2014-1812,['CWE-255']
CVE-2021-38647,2021,Microsoft,Open Management Infrastructure (OMI),Microsoft Open Management Infrastructure (OMI) Remote Code Execution Vulnerability,2021-11-03,2021-11-17,Microsoft Open Management Infrastructure (OMI) within Azure VM Management Extensions contains an unspecified vulnerability allowing remote code execution.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2021-38647,['CWE-1390']
CVE-2016-0167,2016,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2021-11-03,2022-05-03,Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation via a crafted application,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2016-0167,['CWE-264']
CVE-2020-0878,2020,Microsoft,Edge and Internet Explorer,Microsoft Edge and Internet Explorer Memory Corruption Vulnerability,2021-11-03,2022-05-03,Microsoft Edge and Internet Explorer contain a memory corruption vulnerability that allows attackers to execute code in the context of the current user.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2020-0878,['CWE-787']
CVE-2021-31955,2021,Microsoft,Windows,Microsoft Windows Kernel Information Disclosure Vulnerability,2021-11-03,2021-11-17,Microsoft Windows Kernel contains an unspecified vulnerability that allows for information disclosure. Successful exploitation allows attackers to read the contents of kernel memory from a user-mode process.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-31955,['CWE-497']
CVE-2021-1647,2021,Microsoft,Defender,Microsoft Defender Remote Code Execution Vulnerability,2021-11-03,2021-11-17,Microsoft Defender contains an unspecified vulnerability that allows for remote code execution.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-1647,"['CWE-122', 'CWE-1285']"
CVE-2021-33739,2021,Microsoft,Windows,Microsoft Desktop Window Manager (DWM) Core Library Privilege Escalation Vulnerability,2021-11-03,2021-11-17,Microsoft Desktop Window Manager (DWM) Core Library contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-33739,
CVE-2016-0185,2016,Microsoft,Windows,Microsoft Windows Media Center Remote Code Execution Vulnerability,2021-11-03,2022-05-03,Microsoft Windows Media Center contains a remote code execution vulnerability when Windows Media Center opens a specially crafted Media Center link (.mcl) file that references malicious code.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2016-0185,['CWE-20']
CVE-2020-0683,2020,Microsoft,Windows,Microsoft Windows Installer Privilege Escalation Vulnerability,2021-11-03,2022-05-03,"Microsoft Windows Installer contains a privilege escalation vulnerability when MSI packages process symbolic links, which allows attackers to bypass access restrictions to add or remove files.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2020-0683,
CVE-2020-17087,2020,Microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,2021-11-03,2022-05-03,Microsoft Windows kernel contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2020-17087,['CWE-131']
CVE-2021-33742,2021,Microsoft,Windows,Microsoft Windows MSHTML Platform Remote Code Execution Vulnerability,2021-11-03,2021-11-17,Microsoft Windows MSHTML Platform contains an unspecified vulnerability that allows for remote code execution.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-33742,"['CWE-787', 'CWE-823']"
CVE-2021-31199,2021,Microsoft,Enhanced Cryptographic Provider,Microsoft Enhanced Cryptographic Provider Privilege Escalation Vulnerability,2021-11-03,2021-11-17,Microsoft Enhanced Cryptographic Provider contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-31199,
CVE-2021-33771,2021,Microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,2021-11-03,2021-11-17,Microsoft Windows kernel contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-33771,['CWE-119']
CVE-2021-31956,2021,Microsoft,Windows,Microsoft Windows NTFS Privilege Escalation Vulnerability,2021-11-03,2021-11-17,Microsoft Windows New Technology File System (NTFS) contains an unspecified vulnerability that allows attackers to escalate privileges via a specially crafted application.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-31956,"['CWE-191', 'CWE-787']"
CVE-2021-31201,2021,Microsoft,Enhanced Cryptographic Provider,Microsoft Enhanced Cryptographic Provider Privilege Escalation Vulnerability,2021-11-03,2021-11-17,Microsoft Enhanced Cryptographic Provider contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-31201,
CVE-2021-31979,2021,Microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,2021-11-03,2021-11-17,Microsoft Windows kernel contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-31979,['CWE-119']
CVE-2020-0938,2020,Microsoft,Windows,Microsoft Windows Adobe Font Manager Library Remote Code Execution Vulnerability,2021-11-03,2022-05-03,"Microsoft Windows Adobe Font Manager Library contains an unspecified vulnerability when handling specially crafted multi-master fonts (Adobe Type 1 PostScript format) that allows for remote code execution for all systems except Windows 10. For systems running Windows 10, an attacker who successfully exploited the vulnerability could execute code in an AppContainer sandbox context with limited privileges and capabilities.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2020-0938,['CWE-787']
CVE-2020-17144,2020,Microsoft,Exchange Server,Microsoft Exchange Server Remote Code Execution Vulnerability,2021-11-03,2022-05-03,Microsoft Exchange Server improperly validates cmdlet arguments which allow an attacker to perform remote code execution.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2020-17144,['CWE-502']
CVE-2020-0986,2020,Microsoft,Windows,Microsoft Windows Kernel Privilege Escalation Vulnerability,2021-11-03,2022-05-03,Microsoft Windows kernel contains an unspecified vulnerability when handling objects in memory that allows attackers to escalate privileges and execute code in kernel mode.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2020-0986,['CWE-787']
CVE-2020-1020,2020,Microsoft,Windows,Microsoft Windows Adobe Font Manager Library Remote Code Execution Vulnerability,2021-11-03,2022-05-03,"Microsoft Windows Adobe Font Manager Library contains an unspecified vulnerability when handling specially crafted multi-master fonts (Adobe Type 1 PostScript format) that allows for remote code execution for all systems except Windows 10. For systems running Windows 10, an attacker who successfully exploited the vulnerability could execute code in an AppContainer sandbox context with limited privileges and capabilities.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2020-1020,['CWE-787']
CVE-2021-38645,2021,Microsoft,Open Management Infrastructure (OMI),Microsoft Open Management Infrastructure (OMI) Privilege Escalation Vulnerability,2021-11-03,2021-11-17,Microsoft Open Management Infrastructure (OMI) within Azure VM Management Extensions contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-38645,
CVE-2021-34523,2021,Microsoft,Exchange Server,Microsoft Exchange Server Privilege Escalation Vulnerability,2021-11-03,2021-11-17,Microsoft Exchange Server contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2021-34523,['CWE-287']
CVE-2017-7269,2017,Microsoft,Internet Information Services (IIS),Microsoft Windows Server Buffer Overflow Vulnerability,2021-11-03,2022-05-03,"Microsoft Windows Server 2003 R2 contains a buffer overflow vulnerability in Internet Information Services (IIS) 6.0 which allows remote attackers to execute code via a long header beginning with ""If: <http://"" in a PROPFIND request.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2017-7269,['CWE-119']
CVE-2021-36948,2021,Microsoft,Windows,Microsoft Windows Update Medic Service Privilege Escalation Vulnerability,2021-11-03,2021-11-17,Microsoft Windows Update Medic Service contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-36948,
CVE-2021-38649,2021,Microsoft,Open Management Infrastructure (OMI),Microsoft Open Management Infrastructure (OMI) Privilege Escalation Vulnerability,2021-11-03,2021-11-17,Microsoft Open Management Infrastructure (OMI) within Azure VM Management Extensions contains an unspecified vulnerability allowing privilege escalation.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-38649,
CVE-2020-0688,2020,Microsoft,Exchange Server,Microsoft Exchange Server Validation Key Remote Code Execution Vulnerability,2021-11-03,2022-05-03,"Microsoft Exchange Server Validation Key fails to properly create unique keys at install time, allowing for remote code execution.",Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2020-0688,['CWE-287']
CVE-2017-0143,2017,Microsoft,Windows,Microsoft Windows Server Message Block (SMBv1) Remote Code Execution Vulnerability,2021-11-03,2022-05-03,Microsoft Windows Server Message Block 1.0 (SMBv1) contains an unspecified vulnerability that allows for remote code execution.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2017-0143,['CWE-20']
CVE-2016-7255,2016,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2021-11-03,2022-05-03,Microsoft Win32k kernel-mode driver fails to properly handle objects in memory which allows for privilege escalation. Successful exploitation allows an attacker to run code in kernel mode.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2016-7255,['CWE-264']
CVE-2019-0708,2019,Microsoft,Remote Desktop Services,Microsoft Remote Desktop Services Remote Code Execution Vulnerability,2021-11-03,2022-05-03,"Microsoft Remote Desktop Services, formerly known as Terminal Service, contains an unspecified vulnerability that allows an unauthenticated attacker to connect to the target system using RDP and send specially crafted requests. Successful exploitation allows for remote code execution. The vulnerability is also known under the moniker of BlueKeep.",Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2019-0708,['CWE-416']
CVE-2021-34473,2021,Microsoft,Exchange Server,Microsoft Exchange Server Remote Code Execution Vulnerability,2021-11-03,2021-11-17,Microsoft Exchange Server contains an unspecified vulnerability that allows for remote code execution.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2021-34473,['CWE-918']
CVE-2020-1464,2020,Microsoft,Windows,Microsoft Windows Spoofing Vulnerability,2021-11-03,2022-05-03,"Microsoft Windows contains a spoofing vulnerability when Windows incorrectly validates file signatures, allowing an attacker to bypass security features and load improperly signed files.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2020-1464,['CWE-347']
CVE-2021-1732,2021,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2021-11-03,2021-11-17,Microsoft Win32k contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2021-1732,['CWE-787']
CVE-2021-34527,2021,Microsoft,Windows,Microsoft Windows Print Spooler Remote Code Execution Vulnerability,2021-11-03,2021-07-20,Microsoft Windows Print Spooler contains an unspecified vulnerability due to the Windows Print Spooler service improperly performing privileged file operations. Successful exploitation allows an attacker to perform remote code execution with SYSTEM privileges. The vulnerability is also known under the moniker of PrintNightmare.,Apply updates per vendor instructions.,True,Reference CISA's ED 21-04 (https://www.cisa.gov/news-events/directives/ed-21-04-mitigate-windows-print-spooler-service-vulnerability) for further guidance and requirements. Note: The due date for addressing this vulnerability aligns with the requirements outlined in ED 21-04. https://nvd.nist.gov/vuln/detail/CVE-2021-34527,['CWE-269']
CVE-2021-31207,2021,Microsoft,Exchange Server,Microsoft Exchange Server Security Feature Bypass Vulnerability,2021-11-03,2021-11-17,Microsoft Exchange Server contains an unspecified vulnerability that allows for security feature bypass.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2021-31207,"['CWE-20', 'CWE-434']"
CVE-2019-0803,2019,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2021-11-03,2022-05-03,Microsoft Win32k contains an unspecified vulnerability due to it failing to properly handle objects in memory causing privilege escalation. Successful exploitation allows an attacker to run code in kernel mode.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2019-0803,
CVE-2020-1040,2020,Microsoft,Hyper-V RemoteFX,Microsoft Hyper-V RemoteFX vGPU Remote Code Execution Vulnerability,2021-11-03,2022-05-03,Microsoft Hyper-V RemoteFX vGPU contains an improper input validation vulnerability due to the host server failing to properly validate input from an authenticated user on a guest operating system. Successful exploitation allows for remote code execution on the host operating system.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2020-1040,['CWE-20']
CVE-2021-28310,2021,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2021-11-03,2021-11-17,Microsoft Windows Win32k contains an unspecified vulnerability that allows for privilege escalation.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2021-28310,['CWE-787']
CVE-2020-1350,2020,Microsoft,Windows,Microsoft Windows DNS Server Remote Code Execution Vulnerability,2021-11-03,2020-07-24,"Microsoft Windows DNS Servers fail to properly handle requests, allowing an attacker to perform remote code execution in the context of the Local System Account. The vulnerability is also known under the moniker of SIGRed.",Apply updates per vendor instructions.,False,Reference CISA's ED 20-03 (https://www.cisa.gov/news-events/directives/ed-20-03-mitigate-windows-dns-server-remote-code-execution-vulnerability-july-2020-patch-tuesday) for further guidance and requirements. Note: The due date for addressing this vulnerability aligns with the requirements outlined in ED 20-03. https://nvd.nist.gov/vuln/detail/CVE-2020-1350,
CVE-2021-26411,2021,Microsoft,Internet Explorer,Microsoft Internet Explorer Memory Corruption Vulnerability,2021-11-03,2021-11-17,Microsoft Internet Explorer contains an unspecified vulnerability that allows for memory corruption.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2021-26411,['CWE-416']
CVE-2019-0859,2019,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2021-11-03,2022-05-03,Microsoft Win32k fails to properly handle objects in memory causing privilege escalation. Successful exploitation allows an attacker to run code in kernel mode.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2019-0859,
CVE-2021-40444,2021,Microsoft,MSHTML,Microsoft MSHTML Remote Code Execution Vulnerability,2021-11-03,2021-11-17,Microsoft MSHTML contains a unspecified vulnerability that allows for remote code execution.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2021-40444,['CWE-22']
CVE-2017-8759,2017,Microsoft,.NET Framework,Microsoft .NET Framework Remote Code Execution Vulnerability,2021-11-03,2022-05-03,Microsoft .NET Framework contains a remote code execution vulnerability when processing untrusted input that could allow an attacker to take control of an affected system.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2017-8759,['CWE-20']
CVE-2018-8653,2018,Microsoft,Internet Explorer,Microsoft Internet Explorer Scripting Engine Memory Corruption Vulnerability,2021-11-03,2022-05-03,"Microsoft Internet Explorer contains a memory corruption vulnerability due to how the Scripting Engine handles objects in memory, leading to remote code execution.",Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2018-8653,['CWE-787']
CVE-2019-0797,2019,Microsoft,Win32k,Microsoft Win32k Privilege Escalation Vulnerability,2021-11-03,2022-05-03,Microsoft Win32k contains a privilege escalation vulnerability when the Win32k component fails to properly handle objects in memory. Successful exploitation allows an attacker to execute code in kernel mode.,Apply updates per vendor instructions.,False,https://nvd.nist.gov/vuln/detail/CVE-2019-0797,
CVE-2021-36942,2021,Microsoft,Windows,Microsoft Windows Local Security Authority (LSA) Spoofing Vulnerability,2021-11-03,2021-11-17,Microsoft Windows Local Security Authority (LSA) contains a spoofing vulnerability allowing an unauthenticated attacker to call a method on the LSARPC interface and coerce the domain controller to authenticate against another server using NTLM.,Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2021-36942,['CWE-749']
CVE-2019-1215,2019,Microsoft,Windows,Microsoft Windows Privilege Escalation Vulnerability,2021-11-03,2022-05-03,"Microsoft Windows contains an unspecified vulnerability due to the way ws2ifsl.sys (Winsock) handles objects in memory, allowing for privilege escalation. Successful exploitation allows an attacker to execute code with elevated privileges.",Apply updates per vendor instructions.,True,https://nvd.nist.gov/vuln/detail/CVE-2019-1215,
